resources_count,followers_count,honor_score,views_count,likes_count,favorites_count,comments_count,duration,title,embed_url
98,629,888,18485,138,45,11,01:06,斜塘老街闹元宵,https://www.djivideos.com/video_play/f017703a-e63d-4f77-ad2b-a84de9482890
150,1905,2402,16501,151,48,10,01:49,春节广西行,https://www.djivideos.com/video_play/40fd609a-1c65-4739-b575-e5d9dc8f7013
100,1972,2507,57712,206,86,38,03:37,【遇见·喀纳斯】冬季雪景航拍,https://www.djivideos.com/video_play/72e92a80-bb1d-48d4-8879-3650b90eab35
144,663,988,9709,69,17,10,03:26,香格里拉，稻城亚丁篇.mp4,https://www.djivideos.com/video_play/1a461ddf-1726-47b4-8237-f490432ab3b2
77,3726,2154,15305,151,39,10,01:01,元宵佳节·圆,https://www.djivideos.com/video_play/60200927-aa88-41c8-85db-d0fdf8073f3d
144,663,988,5640,72,23,7,04:44,玉龙，虎跳峡，梅里篇.mp4,https://www.djivideos.com/video_play/8237a282-e7f9-4831-ad10-21502601555b
24,498,358,16313,87,63,27,02:01,魅夜-厦门,https://www.djivideos.com/video_play/5da1b391-879f-4a35-96fd-be03ee171545
28,427,553,21058,204,97,30,01:25,Mavic巅峰之旅,https://www.djivideos.com/video_play/f1781f25-52da-47ee-9040-423b6ae23a0f
286,599,1466,16459,86,35,12,06:00,横溪云海风光.mp4,https://www.djivideos.com/video_play/32545406-5ec2-4453-b142-b2af18bfd2a2
33,568,951,20800,191,76,28,02:39,Pistoia - Tuscany - Italian Capital of Culture 2017,https://www.djivideos.com/video_play/b1fcb0d8-3869-4e0d-a82b-a65d6860b6b1
77,3726,2154,32174,223,84,39,03:49,光城·夜影,https://www.djivideos.com/video_play/0592bf09-67e8-4710-9ed8-06237350e94f
67,466,263,23755,172,93,19,03:46,「魔都 ? 觉醒」2017新年作,https://www.djivideos.com/video_play/4b75b27c-a050-4e1d-b4de-35c99230211d
11,89,81,11160,122,51,19,02:26,Icelandic Skylines,https://www.djivideos.com/video_play/d0d836d8-5cd3-4603-8db0-1b1082826ce2
71,20532,3172,209349,1093,608,117,03:15,Sample video of Inspire2+Laowa7.5F2.mp4,https://www.djivideos.com/video_play/41ca9627-b483-4d33-8e73-93e4fa46fe6d
145,626,3143,5552,24,8,10,03:52,梦回古城,https://www.djivideos.com/video_play/c535caea-6de4-4f5a-a67d-ed63b45057c7
125,907,1544,15208,123,38,8,03:17,2017苏梅岛亲子旅拍,https://www.djivideos.com/video_play/8c051de8-1a4c-4eba-ae2b-10208769c270
11,748,445,6761,68,50,13,04:20,秘途之境.雅拉之上,https://www.djivideos.com/video_play/56576df9-0e13-4b87-bff2-8a17de4d07f6
11,748,445,8052,31,15,5,03:20,秘途之境.奥太娜之巅,https://www.djivideos.com/video_play/6d223ea2-d56f-4b2e-b13b-3c328f989866
286,599,1466,13426,74,22,13,00:10,乌蜀山云海,https://www.djivideos.com/video_play/40f16cda-31fb-4b40-9ce2-17ed3c35ae77
33,732,583,21852,169,94,25,05:07,欧亚大陆最快穿越纪录片,https://www.djivideos.com/video_play/6ed0eec1-3d87-4b34-a72a-cc372dc53657
7,5,81,6114,11,2,2,06:07,新西兰-追寻梦中净土,https://www.djivideos.com/video_play/1a294a96-25ad-4819-8921-bec28e2f6eae
12,246,192,59690,164,31,16,02:34,盐城雪景-盐渎公园,https://www.djivideos.com/video_play/e754746c-fa10-41e5-902f-c0ecb735a293
150,3759,2221,36260,329,134,47,03:39,云中行走的普贤,https://www.djivideos.com/video_play/d558f2e3-b9a5-4161-aaaf-35f1585ccfb7
163,3323,4069,32113,184,72,17,04:53,Klo?ntal im Eis DJI MAVIC.mp4,https://www.djivideos.com/video_play/e330c22f-6eca-4965-ac08-c34df7001c8d
92,198,797,4765,74,38,6,01:03,"舟山 西堠门大桥 ｜ Xihoumen Bridge,Zhoushan,China 20170131",https://www.djivideos.com/video_play/3aa4bb84-db7c-4187-a14e-be8ad93b37c5
11,77,255,3520,53,13,1,01:12,Cabrera. Osmo & Phantom 3 Pro,https://www.djivideos.com/video_play/05f9aa0d-1abe-4ec5-a477-d2fd68e4c9a0
161,1869,5367,21092,210,148,44,03:33,Ways to Manciano,https://www.djivideos.com/video_play/5af8cc5b-1dcb-43a6-b597-0479325982fa
192,3263,5065,17752,140,45,14,02:35,Short film on Mount Grem,https://www.djivideos.com/video_play/872ecced-1b4b-485d-b9da-3828ad582e5e
19,411,604,10321,64,23,7,02:56,南极2016.mp4,https://www.djivideos.com/video_play/2a0d5859-dad0-40c3-b72f-0d2892219ee0
35,186,214,17122,122,47,34,00:45,梦见,https://www.djivideos.com/video_play/d5598a27-e75d-42cb-ac8b-a110edbc56af
74,270,316,10917,97,32,6,01:16,200 Days -- My Age 12 Showreel,https://www.djivideos.com/video_play/f334739f-601c-449a-a2be-cbaa76b989d7
62,223,1140,9290,125,40,11,01:48,带着无人机去滑雪 - Go skiing with DJI,https://www.djivideos.com/video_play/a8cc2e63-c1c8-4b86-b098-1b3cdcfa408d
36,847,1453,1858,13,10,0,02:14,Varied Norway,https://www.djivideos.com/video_play/c9695279-dca6-46b2-99ab-664ab35ef810
31,269,193,15320,172,70,10,01:23,The Mehmed Pa?a Sokolovi? Bridge in Visegrad,https://www.djivideos.com/video_play/cbadf4ba-8a1a-4846-ab9f-452783526629
14,154,179,15908,149,63,22,04:10,Turbo and his friends 2016.mov,https://www.djivideos.com/video_play/950d906e-49a3-4863-9ae9-1b5a23b8be42
33,28,128,21540,82,2,3,02:10,薄荷假日.mp4,https://www.djivideos.com/video_play/5183e1a7-3e8c-44ba-bea1-187c9f7637a9
138,1335,2352,915,14,3,0,01:32,A day in Maldives,https://www.djivideos.com/video_play/86517d98-6445-4076-b6e8-b41f1a3dacd9
74,897,1331,49545,231,119,61,08:20,Magic Qujing  ,https://www.djivideos.com/video_play/30a12af8-b356-4470-89f8-fd9b8e96218e
100,1972,2507,27676,262,96,24,01:52,【遇见·喀纳斯】新疆雪景航拍1分30秒小样,https://www.djivideos.com/video_play/5c893a09-5455-4ef0-bfdc-828c67f4ec1f
10,208,165,23319,179,62,32,03:46,15-19.01.2017.Phuket.Thailand,https://www.djivideos.com/video_play/767e5999-72fd-4430-a7fe-7348b54cec05
12,119,148,23933,139,32,8,03:44,Iceland 2016,https://www.djivideos.com/video_play/4aeba298-655c-4857-b4ec-860fdd00b3a9
9,447,512,15931,159,26,5,01:00,My Chile in 60 Seconds,https://www.djivideos.com/video_play/ec3a3cd3-673e-44ff-a2ef-e6f66742ec0e
51,637,419,36922,338,118,28,04:03,《上山.下海》- 致2016,https://www.djivideos.com/video_play/1051fc8c-22b0-4cfe-ad84-b233e3bb764a
40,939,735,23428,217,48,20,00:51,"HighFlyingRunner: Snowy trials, Jan 2017 (DJI Mavic Pro, Active Track)",https://www.djivideos.com/video_play/3718b56f-a53d-4908-8df3-fed99f249b53
36,181,457,19135,201,73,19,01:07,郑州夜节奏王豪原创调音.m4v,https://www.djivideos.com/video_play/b5cc51c5-0de5-4654-b33f-54a0924a85d7
74,1066,1480,19873,130,59,20,03:18,豫章滕王阁——落霞与唱晚,https://www.djivideos.com/video_play/a1e5a734-409d-4d52-81a2-44d96eec5043
42,833,1254,21059,151,68,21,01:58,16年天空之城摄影大赛业余组得奖作品《天桥》视频版,https://www.djivideos.com/video_play/dcad2dad-9489-4846-bd4c-3189dfa012cf
133,234,421,28483,101,34,23,07:36,蓬莱雪原大美艾山你未曾见过的壮美.mp4,https://www.djivideos.com/video_play/136e930f-07ca-4930-94f6-d481c7ed9d6a
110,63,452,6931,12,6,2,05:10,极汉赛车——在飞扬的尘土中享受激速,https://www.djivideos.com/video_play/0def0025-cee4-430c-b64a-bbd252fa466c
39,419,253,29864,193,104,23,03:46,一次不朽的远行——朝圣之旅,https://www.djivideos.com/video_play/dd375515-b5c9-412b-9121-357edadef858
11,112,125,17313,151,40,15,00:45,Riomaggiore,https://www.djivideos.com/video_play/fe83b3b5-8993-427f-acf9-f5056f7272a9
25,159,313,1490,24,7,4,01:20,Flight over Sa Ràpita,https://www.djivideos.com/video_play/96791e0d-319d-40e3-9e63-faf95cd41fda
14,556,235,38606,161,75,19,05:17,玉林 水月岩 将军寨.mp4,https://www.djivideos.com/video_play/6f1fa17c-6a68-447b-8ba5-bf54b8163f95
12,276,462,14087,66,28,35,03:01,The Glider,https://www.djivideos.com/video_play/8f656dbf-8bd6-45b4-8c6a-61e1bfd2c544
71,20532,3172,74332,435,241,57,01:41,Test of Inspire2+X5SRaw Nightscapes.mp4,https://www.djivideos.com/video_play/32eb8fc7-f6ad-40fe-b24b-56558db81502
24,316,539,16865,61,11,14,04:50,冰与火之歌.mp4,https://www.djivideos.com/video_play/59043269-6043-410e-986e-44d723d33170
9,26,124,3289,10,3,0,03:22,私の嘘～PianoSolo~,https://www.djivideos.com/video_play/f5d8f06c-e920-4554-8e79-265c3f37254f
134,1677,3032,19924,222,67,15,00:10,2016我的小腰十秒回顾,https://www.djivideos.com/video_play/5dc9a312-2485-47a7-9e33-80818e20d3c2
163,3323,4069,3069,108,34,4,03:41,Fronalpstock.mp4,https://www.djivideos.com/video_play/ff4a4c48-cc31-4e58-bed3-aceeec32cebe
71,20532,3172,83043,507,164,42,01:30,Inspire2+X5Sraw试机第一块电池样片.mp4,https://www.djivideos.com/video_play/18ac2fc2-199d-4c70-b95c-c09b36c4796a
47,483,614,100128,150,33,48,02:25,赣南人家.陂头,https://www.djivideos.com/video_play/0cadc761-6934-438b-b8cc-ea55ec4bef51
72,293,997,10424,107,30,2,00:20,Hobby at sunset ,https://www.djivideos.com/video_play/157f1c0c-580a-45f0-aa7d-f35d7809bdaa
5,475,223,206639,259,50,73,04:38,神仙居摩天大厦,https://www.djivideos.com/video_play/ad03296a-81ea-41e0-add5-a34c531005cc
222,1152,3469,15967,209,46,19,00:10,Victoria Falls 10s short video.mp4,https://www.djivideos.com/video_play/ce92c972-7151-4de0-ac13-d49a506ebec2
42,833,1254,2581,28,11,3,02:42,航拍贵阳九龙山,https://www.djivideos.com/video_play/65dbf7d2-17ff-4c2c-8af9-eeb2ed816be7
78,8653,2283,46379,131,151,8,02:14,阿岛实验室第五期.mov,https://www.djivideos.com/video_play/d41863ab-37ee-44ce-9736-c9dd7487062e
74,270,316,18058,103,15,13,02:26,Diary Lake Tahoe,https://www.djivideos.com/video_play/dc0f623b-d301-4a62-a8c7-1a6e875563dc
37,384,437,15748,232,86,19,01:25,Un drone dans l’extrême.mp4,https://www.djivideos.com/video_play/5f19dcf4-bacb-4f7b-88e6-22a42e426b05
184,8805,3769,25962,243,90,45,02:00,穿越武功山-2min预览版,https://www.djivideos.com/video_play/9b665b6f-3fb6-497c-b86b-8313743da4e9
71,20532,3172,87913,820,429,95,04:44,2014延时合集.mp4,https://www.djivideos.com/video_play/a6128fbe-5e74-47b8-8b1c-2fabbfd6e5ec
71,20532,3172,100949,630,369,82,04:53,EU Timelapse.mp4,https://www.djivideos.com/video_play/ec094257-6786-4bc4-abe9-1bfd2360580c
71,20532,3172,25602,96,68,12,04:44,New Zealand Timelapse.mp4,https://www.djivideos.com/video_play/b8c6d5c6-b260-401e-b989-da44affdcf3b
9,447,512,1001,14,4,1,02:01,2017 New Year Surprise Trip,https://www.djivideos.com/video_play/8f7869dc-1e05-472c-acfd-4f80c50fedd7
58,1172,1012,44322,449,180,50,02:34,大美青海-冬季风光,https://www.djivideos.com/video_play/86199362-3d06-4fef-a13e-58e4b843f09f
11,748,445,77324,146,56,37,05:16,秘途之境.穿越哈拉湖(车队花絮),https://www.djivideos.com/video_play/52f635bd-4446-44c7-860b-135765bc66cf
5,11,78,4180,10,3,2,06:17,决战华山之巅——2016年最后一次旅行,https://www.djivideos.com/video_play/e0ac6b02-4c8c-4e88-93a0-95593a2ccc39
77,3726,2154,407035,951,477,201,03:19,夜·繁华,https://www.djivideos.com/video_play/eb9d26a1-0dc7-40b4-af5f-656b14f2ec96
238,5845,6381,43275,118,41,31,08:15,在路上-冬之旅,https://www.djivideos.com/video_play/a01e06ec-8253-4202-8629-b3c827f5638d
25,475,439,21102,222,76,46,04:59,云端龙门,https://www.djivideos.com/video_play/ab680610-c47a-4f92-9a9c-690803a3bdd7
23,293,737,18825,179,50,24,01:34,HABA SNOW MOUNTAIN预告片,https://www.djivideos.com/video_play/1d25c941-0159-4b6a-a3ad-2482017503d6
72,293,997,1715,11,3,0,03:30,The winds of winter ,https://www.djivideos.com/video_play/ed704172-77f2-4e3f-a83f-ac8d37893a59
23,293,737,11315,111,15,11,00:10,#10秒微航拍#哈巴雪山冲顶,https://www.djivideos.com/video_play/905a5d2c-64e3-4187-b9c8-c3ad8bc043ec
46,1690,2322,11687,365,65,17,00:41,Humpback Track,https://www.djivideos.com/video_play/e158cd55-f76c-4929-8513-d5e3bf2efaa4
100,15679,3133,29136,371,126,78,15:44,一尘爱上飞航拍之路第十九集,https://www.djivideos.com/video_play/c3894b9a-e8a0-4ac5-a5b6-f4428657946f
6,332,202,42696,311,37,15,03:24,Palau ; Ulong Channel,https://www.djivideos.com/video_play/3f2bde22-c576-4ae5-8641-b0f92e5cc035
46,898,656,28815,199,95,33,03:34,North Tibet  by P3A,https://www.djivideos.com/video_play/248dd53c-20de-40f4-a02d-2f5b49e10459
5,21,172,41227,12,3,2,02:10,Moo Zealand episode 2,https://www.djivideos.com/video_play/6ec77972-5c57-4a32-ad23-7f97f297e6b4
19,368,351,13555,195,29,10,00:28,28KS Later,https://www.djivideos.com/video_play/7b19d454-d014-46bd-8210-e3e89b7952e6
25,225,710,14877,230,52,18,03:52,Seasons over the Appennino (Italy),https://www.djivideos.com/video_play/8447875c-02a4-4a54-ae0a-e5fd1d8e18b7
100,15679,3133,22421,270,123,48,19:13,一尘爱上飞航拍之路第十八集,https://www.djivideos.com/video_play/1818e783-0a12-4c85-a19c-921e705588b8
65,140,449,13270,90,21,11,04:34,The best moments in 2016.,https://www.djivideos.com/video_play/c3a59185-ce66-4e0c-9093-bce6982066f4
100,15679,3133,15495,186,84,26,16:23,一尘爱上飞航拍之路第十七集,https://www.djivideos.com/video_play/35cc5c02-8c45-486b-855a-0a76b40af930
32,1243,340,90068,249,139,46,04:55,《梦中西部》——西藏阿里新疆行摄31天,https://www.djivideos.com/video_play/ac762dbe-fc3d-4608-92dc-054fd5537cbf
100,15679,3133,18334,214,92,39,15:45,一尘爱上飞航拍之路第十六集,https://www.djivideos.com/video_play/8930af54-6079-4189-b0e7-08205ee4262b
40,939,735,12523,176,47,11,00:43,HighFlyingRunner: First YakTrax run of the season,https://www.djivideos.com/video_play/699d715e-4240-487f-a931-0376c7275556
97,558,423,16647,108,45,19,05:13,Skyline Aerial S05，轨迹,https://www.djivideos.com/video_play/18b76d4c-3694-49b2-b963-a27547bae51c
64,79,86,22375,70,10,10,04:50,20161212汕尾风帆.mp4,https://www.djivideos.com/video_play/19f4d2d9-c2cd-4dba-830e-0115d051b8e5
6,332,202,14893,163,52,11,03:29,Palau ; Blue Hole,https://www.djivideos.com/video_play/a32b3ed2-058e-45ac-a479-278bd35f7c9a
16,413,374,15719,42,31,14,04:18,鸟瞰西藏,https://www.djivideos.com/video_play/06f38428-3b6d-4221-bee6-9557d1be8b57
34,448,374,24079,192,64,26,01:24,皖南“川藏线”冬日美景,https://www.djivideos.com/video_play/3687ea27-69c5-4c82-a373-aa0935c776c3
78,8653,2283,57108,12,8,1,02:34,KENTING.mov,https://www.djivideos.com/video_play/d4bc8b7b-7331-4761-9d58-59b8a5564a6a
152,1220,1711,15717,144,42,18,02:20,Mountains of JP,https://www.djivideos.com/video_play/694d6398-a091-4fc4-b945-5e63cd6cad38
29,1398,1227,19680,131,55,20,07:10,城市记忆  The City Memory,https://www.djivideos.com/video_play/6e95fa64-03d7-4ee9-8a85-9c370b1f85aa
12,179,82,25955,282,110,34,01:39,黄龙?秋.mp4,https://www.djivideos.com/video_play/1d106470-c4f8-411c-a9e6-3dd397295c50
3,157,30,18219,211,101,24,04:23,new zealand.mp4,https://www.djivideos.com/video_play/8c19f9bc-0f30-4e1c-a00c-6e55a12e0de7
89,822,1186,22227,258,105,24,02:29,一个人的旅行,https://www.djivideos.com/video_play/26f5d683-ad63-4816-aa3f-b13f9ee99d61
13,160,152,10115,159,71,13,02:17,,https://www.djivideos.com/video_play/375dcc07-7c01-443b-a5a9-f4e1c9e51de1
256,418,1919,14992,70,10,24,02:30,泰湖雪后美景别致怡人,https://www.djivideos.com/video_play/6ebfa46d-539b-42e3-a5ac-33b2c4d59b42
150,3759,2221,16402,132,66,28,02:47,秘境党岭葫芦海,https://www.djivideos.com/video_play/4f852791-d27d-42aa-bb34-d5ceb02c40fd
4,146,32,133177,269,78,26,01:48,南京，金陵古都-----The Future has no Border,https://www.djivideos.com/video_play/f8726349-6597-4457-8b29-582e587652fe
171,379,1422,8511,99,17,5,00:57,Lighthouse.,https://www.djivideos.com/video_play/b69d5dd2-8780-4212-82a0-76787bb98933
363,19843,12763,29284,157,87,11,03:20,DJI - 无人机为电力巡检带来技术革新,https://www.djivideos.com/watch/e29a9cab-14d2-4de6-b1ef-f67947e31dfd
88,645,1970,18172,169,77,16,03:54,大西洋最后一滴眼泪《赛里木湖》午马影视.mp4,https://www.djivideos.com/video_play/1e2d54db-7f99-4964-8f16-6a3b87c37ade
16,89,226,5834,101,40,8,04:36,Tale of Iceland | 冰岛传奇,https://www.djivideos.com/video_play/8e6676c1-d7c5-4663-a38b-35f684f88bf3
42,35,262,8070,26,7,2,03:04,郑州 · 初雪,https://www.djivideos.com/video_play/7d0b78fb-4a98-45ac-bbc3-2ad84af6364b
47,313,523,26334,247,109,25,01:24,黄山-始信峰,https://www.djivideos.com/video_play/a9819c29-4d20-401d-99e4-471589dac110
363,19843,12763,78640,122,39,20,01:35,DJI - 上海新天地旗舰店即将开业,https://www.djivideos.com/watch/fe2c2551-6736-4b34-b2cf-fa9627978ae7
35,205,506,10326,81,27,13,02:38,一次就好.mp4,https://www.djivideos.com/video_play/d007cb9a-e0b1-4101-8fdb-1829cb4a831a
20,167,301,6586,57,16,3,01:16,Vuelarte Aerial Demo Reel,https://www.djivideos.com/video_play/87ead1c0-93da-4682-a628-2747fbcd7da8
8,81,67,12578,108,28,10,02:40,温宿沙棘林湿地公园.mp4,https://www.djivideos.com/video_play/2ce0b42a-c7d8-4183-8805-acf1ea309a36
227,895,3329,50714,103,24,40,03:29,《航拍庐山雾凇云海奇观》,https://www.djivideos.com/video_play/fc2c143c-bd2d-46cd-a203-537e4e511f7d
65,140,449,8020,45,8,9,03:43,I have a dream.,https://www.djivideos.com/video_play/3e07dca3-169b-41be-b78e-1cc715fac8d6
363,19843,12763,11734,59,73,1,03:39,“悟” Inspire 2 系列教学视频-首次飞行,https://www.djivideos.com/video_play/6b9789c3-4c53-4d81-bdff-3791d453a072
18,200,169,13123,201,123,21,03:05,你要的远方,https://www.djivideos.com/video_play/08286ee6-3152-4893-b6e0-5e47e9cca2b6
40,595,1024,2580,11,5,11,02:40,"Rice Terrace Illumination in Wajima, Japan",https://www.djivideos.com/video_play/a153a78c-4b86-4c2b-b3ff-88a355baf0bf
6,162,140,13568,115,47,10,01:21,Lomax UAV Reel,https://www.djivideos.com/video_play/97f37224-07c5-413e-b809-3df89cbe2526
100,1972,2507,20309,213,93,39,04:05,秦岭冬秋 ,https://www.djivideos.com/video_play/792ead7f-b0e7-4acd-b8dc-3b866a179a68
58,339,174,34072,259,166,48,01:38,【大连角度艺术航拍】Above Dalian 预告片,https://www.djivideos.com/video_play/0bc3ff0f-b386-44f8-8850-d5142160bd19
13,755,398,61266,241,126,54,04:58,,https://www.djivideos.com/video_play/87b87b5c-8f1f-44dd-ae42-fb76217c26c9
150,3759,2221,12898,104,40,14,02:35,云端之上瞰川西,https://www.djivideos.com/video_play/2bd0ee2a-c246-4855-acbb-6c2f003aa91f
77,3726,2154,788246,297,89,62,03:40,夜·开始,https://www.djivideos.com/video_play/4d5653d4-9a07-47ea-8168-eca403e6f356
71,20532,3172,108951,906,496,107,03:30,Trip to NZ SE2.mp4,https://www.djivideos.com/video_play/8b390477-0232-4555-b35d-9618c50e226c
27,137,387,17885,121,43,20,01:55,慈化寺.m4v,https://www.djivideos.com/video_play/498e9102-1331-4ade-8d30-216e2cdeaf14
78,8653,2283,106779,300,222,36,01:35,JUSTATRIP - 西北之行.mov,https://www.djivideos.com/video_play/c4a89513-159a-4eba-9dd5-8d96e6a13b6f
8,540,219,21822,232,93,35,02:50,【You could】——哈巴攀登航拍延时纪实非最终版本,https://www.djivideos.com/video_play/f34e54dc-9761-4a02-8f45-1f52599b48b5
40,939,735,1793,49,15,1,00:39,"HighFlyingRunner - Winter has arrived! (DJI Mavic Pro, ActiveTrack)",https://www.djivideos.com/video_play/77dffba9-f4e5-4699-87ff-b607dfb58de1
40,939,735,13488,166,39,15,00:47,"HighFlyingRunner - Running Through the Sunset (DJI Mavic Pro, 4K, ActiveTrack)",https://www.djivideos.com/video_play/59ef0d51-bde3-47a8-befc-9a49bfd97242
54,229,386,16496,183,60,15,00:00,Flying with Seagull,https://www.djivideos.com/video_play/2b04845e-015b-45d9-b3c7-00d27e46ca72
97,558,423,44405,140,62,25,09:28,Skyline Aerial S04 冰岛，起源,https://www.djivideos.com/video_play/35f6ba71-fb32-4543-85b1-f2fca5c27537
71,20532,3172,70790,539,235,47,01:02,Roys Peak.mp4,https://www.djivideos.com/video_play/e3329fb5-a0e3-47ef-8cf1-f6e5c981df25
11,145,76,12828,145,75,27,03:24,王逸飞航拍集锦,https://www.djivideos.com/video_play/5c7c0dd2-1f5e-4047-a38e-9afef6e6862a
4,98,78,9343,79,25,13,04:08,La Rochelle,https://www.djivideos.com/video_play/601b84e8-8e0f-489b-9a19-36c34422defc
19,371,175,23327,188,154,26,03:48,《Hello Bulgaria！你好，保加利亚》,https://www.djivideos.com/video_play/16dbca31-a766-4135-a892-8990d029d78b
44,83,79,9311,45,14,15,01:32,微航拍系列 《我的故乡-贵州》 三都孔荣村落 ,https://www.djivideos.com/video_play/f772d565-feac-471b-a1a5-0c4765ac479d
36,847,1453,13973,159,61,4,01:06,Ski in Powderland,https://www.djivideos.com/video_play/ddea0359-e965-4849-aaa6-425543fb29a5
363,19843,12763,74618,107,78,3,03:24,DJI - 《圆》幕后花絮：相机性能,https://www.djivideos.com/watch/e69d7a96-aa92-447a-82cb-724dc7dfef88
272,11601,2743,7057,12,13,1,05:56,The Making of The Circle (2016),https://www.djivideos.com/watch/9d991461-6014-4959-91bc-bfdacb2832eb
14,298,614,20441,238,182,22,00:00,This is Australia 这里是澳洲,https://www.djivideos.com/video_play/c17e0ad4-669c-4e52-9252-4fb0eeab0bbb
21,424,471,184931,195,86,59,04:12,人间天堂九寨沟(1080P),https://www.djivideos.com/video_play/5daa8198-aa2c-4c86-9528-ca48f390e056
62,1153,1005,15347,237,108,18,03:15,云归处-梦周宁,https://www.djivideos.com/video_play/fae7445e-37e3-40c4-b7b0-ae7a043bb21a
33,976,420,69120,135,77,15,03:35,4K阳朔延时摄影之“2016印象--阳朔”,https://www.djivideos.com/video_play/5488f921-5817-4829-a572-cd2447b1b631
25,282,714,11664,21,11,3,04:42,秘境巴塘  色达亚青,https://www.djivideos.com/video_play/7c0deded-f9d2-4fd2-a2c4-0f133be84dee
34,185,521,10778,70,19,2,01:07,云上草原晨光美-----武功山11月10云海奇观4,https://www.djivideos.com/video_play/1d07c827-be6e-4f0c-9c7a-f153bc4d2a3d
16,290,535,11618,156,73,19,00:00,Aerial Sketch of Taiwan / 來自台灣的天空,https://www.djivideos.com/video_play/5abf6350-6f47-4c14-b2f8-5a77827a4494
272,11601,2743,8268,101,81,9,02:31,DJI - WRC Wales 2016,https://www.djivideos.com/video_play/f0abdbfb-68da-48ee-96c0-d0a349423ccf
13,755,398,18957,202,96,13,02:54,遇见四姑娘山.mp4,https://www.djivideos.com/video_play/d3075e04-0566-4443-abe1-94359da6723c
71,20532,3172,513777,1727,1063,213,05:54,Trip to NZ SE.mp4,https://www.djivideos.com/video_play/b6436c58-4e65-4e5b-8d6b-39047370cd2c
40,595,1024,1006,6,4,4,02:51,"Lake Chūzenji Nikko, Japan",https://www.djivideos.com/video_play/220a1ceb-b40f-409e-92a8-19a167061517
23,50,126,2203,57,30,7,02:53,航拍川藏,https://www.djivideos.com/video_play/c70ba576-7acc-49af-9b4e-4807ab05ac53
71,20532,3172,49877,448,245,27,00:48,新西兰马休森湖星空延时,https://www.djivideos.com/video_play/dae6fa87-0ff1-424f-b89b-998133104251
51,135,302,53246,40,3,10,19:23,2016 珠峰东坡-嘎玛沟徒步,https://www.djivideos.com/video_play/37710284-7b9c-4941-9e1d-27cab7f64dac
197,1298,1687,3973,68,14,5,03:09,Mavic 夜景測試(手機原片),https://www.djivideos.com/video_play/eb622506-9073-4ed9-a519-35c41cfbe104
12,102,159,1775,5,1,1,00:33,日光的清晨,https://www.djivideos.com/video_play/bfdd1dd4-941d-45e6-b8ba-cd0a45af2988
14,3,138,310,0,0,0,02:52,航拍川藏加长版.avi,https://www.djivideos.com/video_play/7e2bdd18-88a7-48f6-8f28-de43f1af2c9f
13,210,240,28382,32,19,6,01:36,我的川西行·色达&稻城亚丁,https://www.djivideos.com/video_play/53d77754-4ada-4120-a1ad-67b699fe7e4c
7,562,134,26088,271,225,37,07:56,杭州映像诗,https://www.djivideos.com/video_play/15a9c5b9-d73c-498f-9b50-8c6918ab1674
363,19843,12763,50645,55,13,2,02:41,DJI - 大疆N3多旋翼飞控产品介绍,https://www.djivideos.com/watch/e22227c9-b05c-410f-9d28-575dddcb5531
13,64,130,499432,102,19,32,02:47,[航拍]苏州之上Sights Beyond Suzhou,https://www.djivideos.com/video_play/d39783ab-fe64-4d1a-a311-e2b599041638
26,215,145,35568,329,120,42,04:21,Lost in Saipan,https://www.djivideos.com/video_play/5260c0ce-807e-42f0-b69f-4fa62ea21bb2
21,424,471,671130,263,67,138,05:07,九寨航拍试验品1号,https://www.djivideos.com/video_play/942aa982-a412-4025-bb26-834d666d6786
6,325,75,30602,507,135,23,01:47,Lake Lupa Hungary,https://www.djivideos.com/video_play/6c68ebe4-299a-47ba-b0dc-d1476b336972
30,399,94,39929,453,175,60,04:05,川西之秋,https://www.djivideos.com/video_play/83842542-1d46-4488-b305-b298cc8f5862
363,19843,12763,62877,374,79,26,01:36,DJI - 看见川西高原,https://www.djivideos.com/watch/0a46d0a8-0991-4ee7-a0f6-a67bb235232e
363,19843,12763,23319,217,63,14,02:28,DJI人物传 - 摄影家王建军,https://www.djivideos.com/watch/8f82b75b-9587-4c28-9e01-8ccde1ebd58e
3,341,71,33042,311,167,55,01:55,沿着黄河逆流,https://www.djivideos.com/video_play/c3b29188-fd5b-4a2c-8cb3-cbc378535e31
7,145,70,17191,140,46,10,01:41,汀城延时小样,https://www.djivideos.com/video_play/3def6975-1d64-46c1-b732-38d851358c35
272,11601,2743,25686,269,149,11,01:50,DJI - WRC Spain 2016,https://www.djivideos.com/video_play/ec339713-cbbd-4958-8ca0-b79e687bd587
1,203,72,24749,283,118,20,00:49,云卷云舒看上海,https://www.djivideos.com/video_play/0f98dc47-9aba-44da-8516-7ac39ae7194a
20,249,147,24714,236,121,28,02:33,流云 广州中轴线,https://www.djivideos.com/video_play/9da6ad6c-e359-45f4-bbad-6bb90c407207
8,104,76,11717,113,56,13,00:46,苏州延时,https://www.djivideos.com/video_play/84516280-f87d-46cd-9acf-beea7f306a38
7,80,73,10866,77,24,6,01:33,Taking Flight,https://www.djivideos.com/video_play/71d1612d-fcd7-40ae-9e00-df8dfbd41bf0
8,154,87,18814,227,61,20,02:17,旅行，在路上遇见最真实的自己,https://www.djivideos.com/video_play/72d391d8-501b-4625-85b6-f339900b6eb8
